Season,Week,Contestant,Est_Fan_Votes,Certainty,Judge Score,Official Result,Model,New_Score,Dynamic_Weight_J
3,5,Sara Evans,0.0643900552486187,0.6418839779005523,24.0,Safe,Improved,0.6639385024058627,0.5083333333333333
3,5,Jerry Springer,0.0643900552486187,0.6418839779005525,24.0,Safe,Improved,0.6639385024058627,0.5083333333333333
3,5,Tucker Carlson,0.149271270718232,0.6418839779005532,0.0,Safe,Improved,0.4916666666666664,0.5083333333333333
4,2,John Ratzenberger,0.0893506493506493,0.0168265306122447,21.0,Safe,Improved,0.8679613996191127,0.3833333333333333
4,2,Ian Ziering,0.0905751391465677,0.0168265306122447,22.0,Safe,Improved,0.8899678330159273,0.3833333333333333
4,2,Clyde Drexler,0.0936863636363636,0.016826530612245,18.0,Safe,Improved,0.8530188294107616,0.3833333333333333
4,2,Laila Ali,0.0966975881261595,0.0168265306122447,27.0,Safe,Improved,1.0,0.3833333333333333
4,2,Apolo Anton Ohno,0.0954730983302411,0.0168265306122448,26.0,Safe,Improved,0.9779935666031851,0.3833333333333333
4,2,Shandi Finnessey,0.0881261595547309,0.0168265306122445,20.0,Safe,Improved,0.8459549662222978,0.3833333333333333
4,2,Paulina Porizkova,0.0813414656771799,0.903987012987013,21.0,Eliminated,Improved,0.8168846696370198,0.3833333333333333
4,2,Heather Mills,0.0930241187384044,0.0168265306122448,24.0,Safe,Improved,0.9339806998095562,0.3833333333333333
4,2,Billy Ray Cyrus,0.0893506493506493,0.0168265306122449,21.0,Safe,Improved,0.8679613996191127,0.3833333333333333
4,2,Joey Fatone,0.0930241187384044,0.0168265306122448,24.0,Safe,Improved,0.9339806998095562,0.3833333333333333
4,2,Leeza Gibbons,0.0893506493506493,0.0168265306122445,21.0,Safe,Improved,0.8679613996191127,0.3833333333333333
4,3,John Ratzenberger,0.0911592994161801,0.1243532110091726,20.0,Safe,Improved,0.7691798455926674,0.425
4,3,Ian Ziering,0.0966638865721434,0.1243532110091742,24.0,Safe,Improved,0.8650734440761526,0.425
4,3,Clyde Drexler,0.0856547122602168,0.1243532110091741,16.0,Safe,Improved,0.6732862471091821,0.425
4,3,Laila Ali,0.0925354462051709,0.1243532110091742,21.0,Safe,Improved,0.7931532452135386,0.425
4,3,Apolo Anton Ohno,0.0952877397831526,0.1243532110091744,23.0,Safe,Improved,0.8411000444552814,0.425
4,3,Shandi Finnessey,0.0298707673060884,0.914603002502085,21.0,Eliminated,Improved,0.5078650983887801,0.425
4,3,Paulina Porizkova,0.1263010425354462,0.1243532110091741,0.0,Safe,Improved,0.575,0.425
4,3,Heather Mills,0.0966638865721434,0.1243532110091742,24.0,Safe,Improved,0.8650734440761526,0.425
4,3,Billy Ray Cyrus,0.0925354462051709,0.1243532110091738,21.0,Safe,Improved,0.7931532452135386,0.425
4,3,Joey Fatone,0.0966638865721434,0.1243532110091741,24.0,Safe,Improved,0.8650734440761526,0.425
4,3,Leeza Gibbons,0.0966638865721434,0.1243532110091748,24.0,Safe,Improved,0.8650734440761526,0.425
4,4,John Ratzenberger,0.088899521536392,0.1740842105263156,16.0,Safe,Improved,0.7062999112734525,0.4666666666666667
4,4,Ian Ziering,0.1015311004837605,0.1740842105263159,24.0,Safe,Improved,0.9020999704244843,0.4666666666666667
4,4,Clyde Drexler,0.087320574167971,0.1740842105263153,15.0,Safe,Improved,0.6818249038795738,0.4666666666666667
4,4,Laila Ali,0.0967942583784973,0.1740842105263158,21.0,Safe,Improved,0.8286749482428473,0.4666666666666667
4,4,Apolo Anton Ohno,0.1046889952206026,0.1740842105263161,26.0,Safe,Improved,0.9510499852122422,0.4666666666666667
4,4,Shandi Finnessey,0.1001609250257614,0.1740842105263159,0.0,Safe,Improved,0.495324065764141,0.4666666666666667
4,4,Paulina Porizkova,0.1001609250257614,0.1740842105263161,0.0,Safe,Improved,0.495324065764141,0.4666666666666667
4,4,Heather Mills,0.0999521531153394,0.1740842105263154,23.0,Safe,Improved,0.8776249630306052,0.4666666666666667
4,4,Billy Ray Cyrus,0.0967942583784973,0.1740842105263156,21.0,Safe,Improved,0.8286749482428473,0.4666666666666667
4,4,Joey Fatone,0.1078468899574447,0.174084210526316,28.0,Safe,Improved,1.0,0.4666666666666667
4,4,Leeza Gibbons,0.015850398709972,0.9024832535885168,16.0,Eliminated,Improved,0.3450513654000972,0.4666666666666667
4,5,John Ratzenberger,0.0943181818181818,0.2218909090909083,18.0,Safe,Improved,0.7090429042904292,0.5083333333333333
4,5,Ian Ziering,0.1045454545454545,0.2218909090909081,24.0,Safe,Improved,0.8545214521452147,0.5083333333333333
4,5,Clyde Drexler,0.013703409090909,0.8921363636363634,13.0,Eliminated,Improved,0.27898083058305795,0.5083333333333333
4,5,Laila Ali,0.1113636363636363,0.2218909090909095,28.0,Safe,Improved,0.9515071507150716,0.5083333333333333
4,5,Apolo Anton Ohno,0.1147727272727272,0.2218909090909092,30.0,Safe,Improved,1.0,0.5083333333333333
4,5,Shandi Finnessey,0.0876670454545454,0.2218909090909087,0.0,Safe,Improved,0.3755505775577558,0.5083333333333333
4,5,Paulina Porizkova,0.0876670454545454,0.2218909090909089,0.0,Safe,Improved,0.3755505775577558,0.5083333333333333
4,5,Heather Mills,0.0994318181818181,0.2218909090909088,21.0,Safe,Improved,0.7817821782178216,0.5083333333333333
4,5,Billy Ray Cyrus,0.0926136363636363,0.2218909090909089,17.0,Safe,Improved,0.6847964796479648,0.5083333333333333
4,5,Joey Fatone,0.10625,0.2218909090909089,25.0,Safe,Improved,0.878767876787679,0.5083333333333333
4,5,Leeza Gibbons,0.0876670454545454,0.2218909090909091,0.0,Safe,Improved,0.3755505775577558,0.5083333333333333
4,6,John Ratzenberger,0.0666980392156863,0.5770705882352927,19.0,Safe,Improved,0.5948939138152547,0.55
4,6,Ian Ziering,0.075521568627451,0.5770705882352944,24.0,Safe,Improved,0.7224343497663219,0.55
4,6,Clyde Drexler,0.1353941176470588,0.577070588235294,0.0,Safe,Improved,0.44999999999999996,0.55
4,6,Laila Ali,0.0825803921568627,0.5770705882352942,28.0,Safe,Improved,0.8244666985271755,0.55
4,6,Apolo Anton Ohno,0.0825803921568627,0.5770705882352942,28.0,Safe,Improved,0.8244666985271755,0.55
4,6,Shandi Finnessey,0.1353941176470588,0.577070588235294,0.0,Safe,Improved,0.44999999999999996,0.55
4,6,Paulina Porizkova,0.1353941176470587,0.5770705882352942,0.0,Safe,Improved,0.4499999999999996,0.55
4,6,Heather Mills,1.3877787807814457e-17,0.9535668449197858,23.0,Eliminated,Improved,0.45178571428571435,0.55
4,6,Billy Ray Cyrus,0.0702274509803921,0.5770705882352941,21.0,Safe,Improved,0.6459100881956813,0.55
4,6,Joey Fatone,0.0808156862745098,0.5770705882352944,27.0,Safe,Improved,0.7989586113369622,0.55
4,6,Leeza Gibbons,0.1353941176470587,0.5770705882352948,0.0,Safe,Improved,0.4499999999999996,0.55
4,7,John Ratzenberger,6.938893903907227e-17,0.96592851492269,22.5,Eliminated,Improved,0.45127118644067815,0.5916666666666667
4,7,Ian Ziering,0.0554339805825243,0.7514090614886729,27.0,Safe,Improved,0.696849490092133,0.5916666666666667
4,7,Clyde Drexler,0.145731067961165,0.7514090614886745,0.0,Safe,Improved,0.4083333333333333,0.5916666666666667
4,7,Laila Ali,0.0602883495145631,0.7514090614886726,29.5,Safe,Improved,0.7605925042581871,0.5916666666666667
4,7,Apolo Anton Ohno,0.0554339805825243,0.7514090614886713,27.0,Safe,Improved,0.696849490092133,0.5916666666666667
4,7,Shandi Finnessey,0.1457310679611649,0.7514090614886728,0.0,Safe,Improved,0.408333333333333,0.5916666666666667
4,7,Paulina Porizkova,0.145731067961165,0.7514090614886728,0.0,Safe,Improved,0.4083333333333333,0.5916666666666667
4,7,Heather Mills,0.1457310679611648,0.751409061488673,0.0,Safe,Improved,0.40833333333333277,0.5916666666666667
4,7,Billy Ray Cyrus,0.0399,0.7514090614886724,19.0,Safe,Improved,0.49287184476075957,0.5916666666666667
4,7,Joey Fatone,0.0602883495145631,0.7514090614886735,29.5,Safe,Improved,0.7605925042581871,0.5916666666666667
4,7,Leeza Gibbons,0.145731067961165,0.7514090614886735,0.0,Safe,Improved,0.4083333333333333,0.5916666666666667
4,8,John Ratzenberger,0.151494422310757,0.908966533864548,0.0,Safe,Improved,0.3666666666666667,0.6333333333333333
4,8,Ian Ziering,0.0152882470119522,0.9089665338645418,23.5,Safe,Improved,0.5502210110037118,0.6333333333333333
4,8,Clyde Drexler,0.1514944223107569,0.9089665338645408,0.0,Safe,Improved,0.3666666666666665,0.6333333333333333
4,8,Laila Ali,0.022459561752988,0.9089665338645406,26.5,Safe,Improved,0.6330952087092381,0.6333333333333333
4,8,Apolo Anton Ohno,0.0284356573705179,0.9089665338645398,29.0,Safe,Improved,0.7021570401305102,0.6333333333333333
4,8,Shandi Finnessey,0.1514944223107568,0.9089665338645408,0.0,Safe,Improved,0.3666666666666662,0.6333333333333333
4,8,Paulina Porizkova,0.1514944223107569,0.9089665338645412,0.0,Safe,Improved,0.3666666666666665,0.6333333333333333
4,8,Heather Mills,0.1514944223107569,0.9089665338645404,0.0,Safe,Improved,0.3666666666666665,0.6333333333333333
4,8,Billy Ray Cyrus,6.938893903907227e-17,0.986995219123506,19.0,Eliminated,Improved,0.4149425287356323,0.6333333333333333
4,8,Joey Fatone,0.0248499999999999,0.9089665338645402,27.5,Safe,Improved,0.6607199412777468,0.6333333333333333
4,8,Leeza Gibbons,0.151494422310757,0.9089665338645428,0.0,Safe,Improved,0.3666666666666667,0.6333333333333333
5,1,Cameron Mathison,0.0828469520103761,0.0,21.0,Safe,Improved,0.8909676323067546,0.3416666666666667
5,1,Jane Seymour,0.0863488975356679,3.3306690738754696e-15,24.0,Safe,Improved,0.9563870529227017,0.3416666666666667
5,1,Sabrina Bryan,0.0886835278858625,1.1102230246251563e-16,26.0,Safe,Improved,1.0,0.3416666666666667
5,1,Jennie Garth,0.0828469520103761,0.0,21.0,Safe,Improved,0.8909676323067546,0.3416666666666667
5,1,Floyd Mayweather Jr. ,0.0793450064850843,7.66053886991358e-15,18.0,Safe,Improved,0.8255482116908077,0.3416666666666667
5,1,Josie Maran,0.0770103761348897,0.8956818093385212,16.0,Eliminated,Improved,0.7819352646135093,0.3416666666666667
5,1,Albert Reed,0.0828469520103761,1.1102230246251563e-16,21.0,Safe,Improved,0.8909676323067546,0.3416666666666667
5,1,Helio Castroneves,0.0875162127107652,1.1102230246251563e-16,25.0,Safe,Improved,0.9781935264613508,0.3416666666666667
5,1,Mel B,0.0863488975356679,0.0,24.0,Safe,Improved,0.9563870529227017,0.3416666666666667
5,1,Wayne Newton,0.0805123216601815,0.0,19.0,Safe,Improved,0.8473546852294562,0.3416666666666667
5,1,Marie Osmond,0.0828469520103761,0.0,21.0,Safe,Improved,0.8909676323067546,0.3416666666666667
5,1,Mark Cuban,0.0828469520103761,4.440892098500626e-16,21.0,Safe,Improved,0.8909676323067546,0.3416666666666667
5,2,Cameron Mathison,0.0848039215710527,0.1267504201680673,21.0,Safe,Improved,0.7500008785255374,0.3833333333333333
5,2,Jane Seymour,0.0848039215710527,0.1267504201680676,21.0,Safe,Improved,0.7500008785255374,0.3833333333333333
5,2,Sabrina Bryan,0.0911064425794561,0.1267504201680684,26.0,Safe,Improved,0.8545696606192767,0.3833333333333333
5,2,Jennie Garth,0.0848039215710527,0.1267504201680674,21.0,Safe,Improved,0.7500008785255374,0.3833333333333333
5,2,Floyd Mayweather Jr. ,0.0848039215710527,0.1267504201680672,21.0,Safe,Improved,0.7500008785255374,0.3833333333333333
5,2,Josie Maran,0.1157362744976773,0.1267504201680682,0.0,Safe,Improved,0.6166666666666667,0.3833333333333333
5,2,Albert Reed,0.0274009803800302,0.9216602941176468,21.0,Eliminated,Improved,0.4441462054356329,0.3833333333333333
5,2,Helio Castroneves,0.0923669467811367,0.1267504201680677,27.0,Safe,Improved,0.8754834170380242,0.3833333333333333
5,2,Mel B,0.0873249299744141,0.1267504201680678,23.0,Safe,Improved,0.7918283913630334,0.3833333333333333
5,2,Wayne Newton,0.0772408963609687,0.1267504201680678,15.0,Safe,Improved,0.6245183400130507,0.3833333333333333
5,2,Marie Osmond,0.0885854341760947,0.1267504201680677,24.0,Safe,Improved,0.8127421477817808,0.3833333333333333
5,2,Mark Cuban,0.0810224089660107,0.1267504201680667,18.0,Safe,Improved,0.6872596092692941,0.3833333333333333
5,3,Cameron Mathison,0.0872036262203626,0.1508276150627623,23.0,Safe,Improved,0.9057326892109503,0.425
5,3,Jane Seymour,0.0922245467224546,0.1508276150627618,27.0,Safe,Improved,1.0,0.425
5,3,Sabrina Bryan,0.0922245467224546,0.1508276150627616,27.0,Safe,Improved,1.0,0.425
5,3,Jennie Garth,0.0909693165969316,0.1508276150627618,26.0,Safe,Improved,0.9764331723027374,0.425
5,3,Floyd Mayweather Jr. ,0.0846931659693166,0.1508276150627621,21.0,Safe,Improved,0.8585990338164255,0.425
5,3,Josie Maran,0.091002649930265,0.1508276150627623,0.0,Safe,Improved,0.5673817391304352,0.425
5,3,Albert Reed,0.091002649930265,0.1508276150627623,0.0,Safe,Improved,0.5673817391304352,0.425
5,3,Helio Castroneves,0.0884588563458856,0.1508276150627616,24.0,Safe,Improved,0.9292995169082128,0.425
5,3,Mel B,0.0922245467224546,0.1508276150627616,27.0,Safe,Improved,1.0,0.425
5,3,Wayne Newton,0.0155888423988842,0.9087388075313808,18.0,Eliminated,Improved,0.380526376811594,0.425
5,3,Marie Osmond,0.0909693165969316,0.1508276150627617,26.0,Safe,Improved,0.9764331723027374,0.425
5,3,Mark Cuban,0.0834379358437936,0.1508276150627611,20.0,Safe,Improved,0.8350322061191631,0.425
5,4,Cameron Mathison,0.0889048076923076,0.2995452991452997,27.0,Safe,Improved,0.9019149213408961,0.4666666666666667
5,4,Jane Seymour,0.0876227564102564,0.2995452991452996,26.0,Safe,Improved,0.879409914357663,0.4666666666666667
5,4,Sabrina Bryan,0.0927509615384615,0.2995452991452992,30.0,Safe,Improved,0.9694299422905969,0.4666666666666667
5,4,Jennie Garth,0.0889048076923076,0.2995452991452997,27.0,Safe,Improved,0.9019149213408961,0.4666666666666667
5,4,Floyd Mayweather Jr. ,0.0,0.9317155982905984,23.0,Eliminated,Improved,0.3577777777777778,0.4666666666666667
5,4,Josie Maran,0.0983905982905983,0.2995452991452993,0.0,Safe,Improved,0.5333333333333333,0.4666666666666667
5,4,Albert Reed,0.0983905982905983,0.2995452991452996,0.0,Safe,Improved,0.5333333333333333,0.4666666666666667
5,4,Helio Castroneves,0.0889048076923076,0.2995452991452996,27.0,Safe,Improved,0.9019149213408961,0.4666666666666667
